"100000","166"
"99999","4924"
"99998","9809"
"99997","135"
"99996","9904"
"99995","3869"
"99994","1255"
"99993","9966"
"99992","1972"
"99991","9554"
"99990","2673"
"99989","1896"
"99988","3090"
"99987","5104"
"99986","6972"
"99985","8714"
"99984","2889"
"99983","9342"
"99982","6230"
"99981","9391"
"99980","1646"
"99979","4091"
"99978","1852"
"99977","6807"
"99976","7252"
"99975","6168"
"99974","9826"
"99973","6847"
"99972","8094"
"99971","5029"
"99970","6834"
"99969","7397"
"99968","6237"
"99967","1244"
"99966","7807"
"99965","6859"
"99964","303"
"99963","4955"
"99962","3986"
"99961","3695"
"99960","1851"
"99959","7020"
"99958","9997"
"99957","5953"
"99956","116"
"99955","6577"
"99954","7515"
"99953","367"
"99952","6952"
"99951","7819"
"99950","2563"
"99949","786"
"99948","8645"
"99947","2339"
"99946","8513"
"99945","7725"
"99944","8060"
"99943","9389"
"99942","7598"
"99941","4632"
"99940","4555"
"99939","9130"
"99938","3702"
"99937","3895"
"99936","5138"
"99935","976"
"99934","5875"
"99933","4268"
"99932","9545"
"99931","2533"
"99930","7190"
"99929","8280"
"99928","6170"
"99927","1678"
"99926","8397"
"99925","7199"
"99924","2502"
"99923","6205"
"99922","7698"
"99921","4152"
"99920","977"
"99919","8306"
"99918","641"
"99917","8098"
"99916","7923"
"99915","2281"
"99914","8393"
"99913","9059"
"99912","5205"
"99911","8999"
"99910","8966"
"99909","7513"
"99908","2976"
"99907","4012"
"99906","6677"
"99905","6715"
"99904","2117"
"99903","4976"
"99902","9973"
"99901","5458"
"99900","3693"
"99899","9831"
"99898","8440"
"99897","9162"
"99896","6618"
"99895","8958"
"99894","541"
"99893","7810"
"99892","5642"
"99891","2179"
"99890","2623"
"99889","4999"
"99888","6012"
"99887","1868"
"99886","6644"
"99885","131"
"99884","4503"
"99883","1767"
"99882","9143"
"99881","2391"
"99880","6438"
"99879","340"
"99878","6084"
"99877","1392"
"99876","607"
"99875","3967"
"99874","6745"
"99873","1659"
"99872","9725"
"99871","2776"
"99870","1957"
"99869","3942"
"99868","6159"
"99867","4336"
"99866","4849"
"99865","7420"
"99864","1533"
"99863","3125"
"99862","8233"
"99861","2557"
"99860","3912"
"99859","9256"
"99858","4948"
"99857","3933"
"99856","3268"
"99855","2472"
"99854","2668"
"99853","3157"
